40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:50:08.0 (91758)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
06:50:08.0 (145941)|EXECUTION_STARTED
06:50:08.0 (154484)|CODE_UNIT_STARTED|[EXTERNAL]|0667F000003H5tO|VF: /apex/ShowNews
06:50:08.0 (320453)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0667F000003H5tO
06:50:08.0 (5916447)|HEAP_ALLOCATE|[72]|Bytes:3
06:50:08.0 (5961959)|HEAP_ALLOCATE|[77]|Bytes:152
06:50:08.0 (5978319)|HEAP_ALLOCATE|[342]|Bytes:408
06:50:08.0 (5993789)|HEAP_ALLOCATE|[355]|Bytes:408
06:50:08.0 (6008816)|HEAP_ALLOCATE|[467]|Bytes:48
06:50:08.0 (6037970)|HEAP_ALLOCATE|[139]|Bytes:6
06:50:08.0 (8584361)|VF_DESERIALIZE_VIEWSTATE_END
06:50:08.0 (11270738)|SYSTEM_MODE_ENTER|true
06:50:08.0 (11311225)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:100
06:50:08.0 (11321145)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
06:50:08.0 (11337678)|METHOD_ENTRY|[1]|01p7F000009Lmcm|JsonController.JsonController()
06:50:08.0 (11346853)|STATEMENT_EXECUTE|[1]
06:50:08.0 (11351441)|STATEMENT_EXECUTE|[1]
06:50:08.0 (11359135)|METHOD_EXIT|[1]|JsonController
06:50:08.0 (11971645)|SYSTEM_MODE_ENTER|true
06:50:08.0 (12240732)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
06:50:08.0 (12253223)|VARIABLE_SCOPE_BEGIN|[84]|this|JsonController|true|false
06:50:08.0 (12333764)|VARIABLE_ASSIGNMENT|[84]|this|{"blogEntriesToShow":"0x8c1852c","counter":0,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (12349657)|STATEMENT_EXECUTE|[84]
06:50:08.0 (12358344)|STATEMENT_EXECUTE|[86]
06:50:08.0 (12391002)|HEAP_ALLOCATE|[50]|Bytes:5
06:50:08.0 (12417025)|HEAP_ALLOCATE|[56]|Bytes:5
06:50:08.0 (12426168)|HEAP_ALLOCATE|[64]|Bytes:7
06:50:08.0 (12450417)|HEAP_ALLOCATE|[86]|Bytes:5
06:50:08.0 (12584549)|SYSTEM_MODE_ENTER|true
06:50:08.0 (12632293)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
06:50:08.0 (12642980)|VARIABLE_SCOPE_BEGIN|[77]|this|JsonController|true|false
06:50:08.0 (12692711)|VARIABLE_ASSIGNMENT|[77]|this|{"blogEntriesToShow":"0x8c1852c","counter":0,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (12704979)|STATEMENT_EXECUTE|[77]
06:50:08.0 (12712077)|STATEMENT_EXECUTE|[81]
06:50:08.0 (12716927)|HEAP_ALLOCATE|[81]|Bytes:5
06:50:08.0 (13980184)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
06:50:08.0 (13998966)|VARIABLE_SCOPE_BEGIN|[42]|this|JsonController|true|false
06:50:08.0 (14058242)|VARIABLE_ASSIGNMENT|[42]|this|{"blogEntriesToShow":"0x8c1852c","counter":0,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (14081491)|STATEMENT_EXECUTE|[42]
06:50:08.0 (14084757)|STATEMENT_EXECUTE|[43]
06:50:08.0 (14185576)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x8c1852c","counter":0,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (14306996)|STATEMENT_EXECUTE|[44]
06:50:08.0 (14319911)|HEAP_ALLOCATE|[44]|Bytes:4
06:50:08.0 (14358681)|VARIABLE_ASSIGNMENT|[44]|this.counter|10|0x53e063c6
06:50:08.0 (14377886)|STATEMENT_EXECUTE|[45]
06:50:08.0 (14382094)|STATEMENT_EXECUTE|[46]
06:50:08.0 (14397008)|VARIABLE_SCOPE_BEGIN|[46]|i|Integer|false|false
06:50:08.0 (14413556)|HEAP_ALLOCATE|[46]|Bytes:4
06:50:08.0 (14431348)|VARIABLE_ASSIGNMENT|[46]|i|9
06:50:08.0 (14445402)|STATEMENT_EXECUTE|[46]
06:50:08.0 (14447817)|STATEMENT_EXECUTE|[47]
06:50:08.0 (14518311)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x8c1852c","counter":10,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (14611908)|HEAP_ALLOCATE|[47]|Bytes:24
06:50:08.0 (14645886)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:50:08.0 (14661574)|HEAP_ALLOCATE|[46]|Bytes:4
06:50:08.0 (14678307)|VARIABLE_ASSIGNMENT|[46]|i|10
06:50:08.0 (14693656)|STATEMENT_EXECUTE|[46]
06:50:08.0 (14695931)|STATEMENT_EXECUTE|[47]
06:50:08.0 (14750039)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x8c1852c","counter":10,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (14801451)|HEAP_ALLOCATE|[47]|Bytes:24
06:50:08.0 (14824061)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:50:08.0 (14834632)|HEAP_ALLOCATE|[46]|Bytes:4
06:50:08.0 (14849703)|VARIABLE_ASSIGNMENT|[46]|i|11
06:50:08.0 (14862819)|STATEMENT_EXECUTE|[46]
06:50:08.0 (14864956)|STATEMENT_EXECUTE|[47]
06:50:08.0 (14922950)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x8c1852c","counter":10,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (14968711)|HEAP_ALLOCATE|[47]|Bytes:24
06:50:08.0 (14993445)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:50:08.0 (15004176)|HEAP_ALLOCATE|[46]|Bytes:4
06:50:08.0 (15020491)|VARIABLE_ASSIGNMENT|[46]|i|12
06:50:08.0 (15033110)|STATEMENT_EXECUTE|[46]
06:50:08.0 (15035210)|STATEMENT_EXECUTE|[47]
06:50:08.0 (15082633)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x8c1852c","counter":10,"limitSize":10,"resultEntries":"0x347edf60","totalSize":39}|0x53e063c6
06:50:08.0 (15130441)|HEAP_ALLOCATE|[47]|Bytes:24
06:50:08.0 (15151787)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:50:08.0 (15163439)|HEAP_ALLOCATE|[46]|Bytes:4
06:50:08.0 (15179071)|VARIABLE_ASSIGNMENT|[46]|i|13
06:50:08.0 (15191045)|STATEMENT_EXECUTE|[46]
