40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:11:53.0 (367014)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
06:11:53.0 (421748)|EXECUTION_STARTED
06:11:53.0 (428886)|CODE_UNIT_STARTED|[EXTERNAL]|0667F000003H5tO|VF: /apex/ShowNews
06:11:53.0 (5907420)|SYSTEM_MODE_ENTER|true
06:11:53.0 (6229495)|HEAP_ALLOCATE|[72]|Bytes:3
06:11:53.0 (6266498)|HEAP_ALLOCATE|[77]|Bytes:152
06:11:53.0 (6280047)|HEAP_ALLOCATE|[342]|Bytes:408
06:11:53.0 (6294049)|HEAP_ALLOCATE|[355]|Bytes:408
06:11:53.0 (6308545)|HEAP_ALLOCATE|[467]|Bytes:48
06:11:53.0 (6332932)|HEAP_ALLOCATE|[139]|Bytes:6
06:11:53.0 (6347732)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:124
06:11:53.0 (6352696)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
06:11:53.0 (6369855)|METHOD_ENTRY|[1]|01p7F000009Lmcm|JsonController.JsonController()
06:11:53.0 (6376907)|STATEMENT_EXECUTE|[1]
06:11:53.0 (6382458)|STATEMENT_EXECUTE|[1]
06:11:53.0 (6388564)|METHOD_EXIT|[1]|JsonController
06:11:53.0 (6442224)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
06:11:53.0 (6450974)|VARIABLE_SCOPE_BEGIN|[11]|this|JsonController|true|false
06:11:53.0 (6506601)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x3faf7583
06:11:53.0 (6516997)|STATEMENT_EXECUTE|[1]
06:11:53.0 (6518344)|STATEMENT_EXECUTE|[3]
06:11:53.0 (6523770)|HEAP_ALLOCATE|[3]|Bytes:4
06:11:53.0 (6621144)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:11:53.0 (6634921)|VARIABLE_ASSIGNMENT|[3]|this.resultEntries|[]|0x3faf7583
06:11:53.0 (6640278)|STATEMENT_EXECUTE|[4]
06:11:53.0 (6641770)|STATEMENT_EXECUTE|[5]
06:11:53.0 (6642759)|STATEMENT_EXECUTE|[7]
06:11:53.0 (6646781)|HEAP_ALLOCATE|[7]|Bytes:4
06:11:53.0 (6654229)|VARIABLE_ASSIGNMENT|[7]|this.counter|0|0x3faf7583
06:11:53.0 (6658814)|STATEMENT_EXECUTE|[8]
06:11:53.0 (6660517)|HEAP_ALLOCATE|[8]|Bytes:4
06:11:53.0 (6665076)|VARIABLE_ASSIGNMENT|[8]|this.limitSize|10|0x3faf7583
06:11:53.0 (6669057)|STATEMENT_EXECUTE|[9]
06:11:53.0 (6670490)|HEAP_ALLOCATE|[9]|Bytes:4
06:11:53.0 (6674751)|VARIABLE_ASSIGNMENT|[9]|this.totalSize|0|0x3faf7583
06:11:53.0 (6685386)|HEAP_ALLOCATE|[9]|Bytes:6
06:11:53.0 (6739109)|STATEMENT_EXECUTE|[11]
06:11:53.0 (6741783)|STATEMENT_EXECUTE|[12]
06:11:53.0 (6745195)|HEAP_ALLOCATE|[12]|Bytes:4
06:11:53.0 (6808926)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"limitSize":10,"resultEntries":"0x5f60aab3","totalSize":0}|0x3faf7583
06:11:53.0 (6821594)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:11:53.0 (6828076)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x348733ea
06:11:53.0 (6837576)|VARIABLE_ASSIGNMENT|[4]|this.blogEntriesToShow|[]|0x3faf7583
06:11:53.0 (6847294)|STATEMENT_EXECUTE|[13]
06:11:53.0 (6850470)|HEAP_ALLOCATE|[13]|Bytes:24
06:11:53.0 (6860252)|HEAP_ALLOCATE|[13]|Bytes:4
06:11:53.0 (6884442)|HEAP_ALLOCATE|[50]|Bytes:5
06:11:53.0 (6899386)|HEAP_ALLOCATE|[56]|Bytes:5
06:11:53.0 (6906002)|HEAP_ALLOCATE|[64]|Bytes:7
06:11:53.0 (7815519)|SOQL_EXECUTE_BEGIN|[13]|Aggregations:0|SELECT Name FROM Account
06:11:53.0 (9957762)|SOQL_EXECUTE_END|[13]|Rows:11
06:11:53.0 (9985790)|HEAP_ALLOCATE|[13]|Bytes:48
06:11:53.0 (10014997)|HEAP_ALLOCATE|[13]|Bytes:640
06:11:53.0 (10041862)|HEAP_ALLOCATE|[13]|Bytes:48
06:11:53.0 (10091176)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x348733ea","counter":0,"limitSize":10,"resultEntries":"0x5f60aab3","totalSize":0}|0x3faf7583
06:11:53.0 (10107619)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"List of size 11 too large to display"|0x586200f1
06:11:53.0 (10120132)|VARIABLE_ASSIGNMENT|[5]|this.accountsToShow|"List of size 11 too large to display"|0x3faf7583
06:11:53.0 (10130009)|STATEMENT_EXECUTE|[16]
06:11:53.0 (10133462)|HEAP_ALLOCATE|[16]|Bytes:111
06:11:53.0 (10140259)|HEAP_ALLOCATE|[16]|Bytes:4
06:11:53.0 (10960461)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT title__c, link__c, published__c, description__c FROM BlogEntry__c ORDER BY published__c DESC NULLS FIRST
06:11:53.0 (32368152)|SOQL_EXECUTE_END|[16]|Rows:42
06:11:53.0 (32395018)|HEAP_ALLOCATE|[16]|Bytes:172
06:11:53.0 (32470498)|HEAP_ALLOCATE|[16]|Bytes:26465
06:11:53.0 (32496526)|HEAP_ALLOCATE|[16]|Bytes:172
06:11:53.0 (32524134)|VARIABLE_ASSIGNMENT|[16]|this.resultEntries|"List of size 42 too large to display"|0x3faf7583
06:11:53.0 (32531609)|STATEMENT_EXECUTE|[19]
06:11:53.0 (32576213)|HEAP_ALLOCATE|[19]|Bytes:4
06:11:53.0 (32585781)|VARIABLE_ASSIGNMENT|[19]|this.totalSize|42|0x3faf7583
06:11:53.0 (32598157)|STATEMENT_EXECUTE|[20]
06:11:53.0 (32600796)|STATEMENT_EXECUTE|[21]
06:11:53.0 (32603758)|VARIABLE_SCOPE_BEGIN|[21]|i|Integer|false|false
06:11:53.0 (32610900)|HEAP_ALLOCATE|[21]|Bytes:4
06:11:53.0 (32615971)|VARIABLE_ASSIGNMENT|[21]|i|0
06:11:53.0 (32621804)|STATEMENT_EXECUTE|[21]
06:11:53.0 (32622945)|STATEMENT_EXECUTE|[22]
06:11:53.0 (32673927)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"accountsToShow":"0x586200f1","blogEntriesToShow":"0x348733ea","counter":0,"limitSize":10,"resultEntries":"0x5b1d0f7b","totalSize":42}|0x3faf7583
06:11:53.0 (32716964)|HEAP_ALLOCATE|[22]|Bytes:24
06:11:53.0 (32752045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:11:53.0 (32760661)|HEAP_ALLOCATE|[21]|Bytes:4
06:11:53.0 (32766759)|VARIABLE_ASSIGNMENT|[21]|i|1
06:11:53.0 (32773336)|STATEMENT_EXECUTE|[21]
06:11:53.0 (32774376)|STATEMENT_EXECUTE|[22]
06:11:53.0 (32797047)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"accountsToShow":"0x586200f1","blogEntriesToShow":"0x348733ea","counter":0,"limitSize":10,"resultEntries":"0x5b1d0f7b","totalSize":42}|0x3faf7583
06:11:53.0 (32839824)|HEAP_ALLOCATE|[22]|Bytes:24
06:11:53.0 (32851553)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:11:53.0 (32856224)|HEAP_ALLOCATE|[21]|Bytes:4
06:11:53.0 (32861533)|VARIABLE_ASSIGNMENT|[21]|i|2
06:11:53.0 (32866829)|STATEMENT_EXECUTE|[21]
06:11:53.0 (32867868)|STATEMENT_EXECUTE|[22]
06:11:53.0 (32887328)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"accountsToShow":"0x586200f1","blogEntriesToShow":"0x348733ea","counter":0,"limitSize":10,"resultEntries":"0x5b1d0f7b","totalSize":42}|0x3faf7583
06:11:53.0 (32905847)|HEAP_ALLOCATE|[22]|Bytes:24
06:11:53.0 (32914834)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:11:53.0 (32919400)|HEAP_ALLOCATE|[21]|Bytes:4
