40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:45:17.0 (422475)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
06:45:17.0 (490325)|EXECUTION_STARTED
06:45:17.0 (499378)|CODE_UNIT_STARTED|[EXTERNAL]|0667F000003H5tO|VF: /apex/ShowNews
06:45:17.0 (2647684)|SYSTEM_MODE_ENTER|true
06:45:17.0 (3078019)|HEAP_ALLOCATE|[72]|Bytes:3
06:45:17.0 (3152392)|HEAP_ALLOCATE|[77]|Bytes:152
06:45:17.0 (3184081)|HEAP_ALLOCATE|[342]|Bytes:408
06:45:17.0 (3214793)|HEAP_ALLOCATE|[355]|Bytes:408
06:45:17.0 (3241999)|HEAP_ALLOCATE|[467]|Bytes:48
06:45:17.0 (3291871)|HEAP_ALLOCATE|[139]|Bytes:6
06:45:17.0 (3326837)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:100
06:45:17.0 (3339087)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
06:45:17.0 (3365648)|METHOD_ENTRY|[1]|01p7F000009Lmcm|JsonController.JsonController()
06:45:17.0 (3401214)|STATEMENT_EXECUTE|[1]
06:45:17.0 (3408621)|STATEMENT_EXECUTE|[1]
06:45:17.0 (3421320)|METHOD_EXIT|[1]|JsonController
06:45:17.0 (3457478)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
06:45:17.0 (3485276)|VARIABLE_SCOPE_BEGIN|[10]|this|JsonController|true|false
06:45:17.0 (3601414)|VARIABLE_ASSIGNMENT|[10]|this|{}|0xa911550
06:45:17.0 (3622880)|STATEMENT_EXECUTE|[1]
06:45:17.0 (3625439)|STATEMENT_EXECUTE|[3]
06:45:17.0 (3634926)|HEAP_ALLOCATE|[3]|Bytes:4
06:45:17.0 (3849421)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (3884906)|VARIABLE_ASSIGNMENT|[3]|this.resultEntries|[]|0xa911550
06:45:17.0 (3897609)|STATEMENT_EXECUTE|[4]
06:45:17.0 (3900376)|STATEMENT_EXECUTE|[6]
06:45:17.0 (3909450)|HEAP_ALLOCATE|[6]|Bytes:4
06:45:17.0 (3931491)|VARIABLE_ASSIGNMENT|[6]|this.counter|0|0xa911550
06:45:17.0 (3942233)|STATEMENT_EXECUTE|[7]
06:45:17.0 (3947288)|HEAP_ALLOCATE|[7]|Bytes:4
06:45:17.0 (3963893)|VARIABLE_ASSIGNMENT|[7]|this.limitSize|10|0xa911550
06:45:17.0 (3974726)|STATEMENT_EXECUTE|[8]
06:45:17.0 (3979184)|HEAP_ALLOCATE|[8]|Bytes:4
06:45:17.0 (3993053)|VARIABLE_ASSIGNMENT|[8]|this.totalSize|0|0xa911550
06:45:17.0 (4009430)|HEAP_ALLOCATE|[8]|Bytes:6
06:45:17.0 (4084739)|STATEMENT_EXECUTE|[10]
06:45:17.0 (4088865)|STATEMENT_EXECUTE|[11]
06:45:17.0 (4094892)|HEAP_ALLOCATE|[11]|Bytes:4
06:45:17.0 (4366727)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"limitSize":10,"resultEntries":"0x3a55017c","totalSize":0}|0xa911550
06:45:17.0 (4395211)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (4413693)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x17ee82cb
06:45:17.0 (4444390)|VARIABLE_ASSIGNMENT|[4]|this.blogEntriesToShow|[]|0xa911550
06:45:17.0 (4476886)|STATEMENT_EXECUTE|[12]
06:45:17.0 (4483910)|HEAP_ALLOCATE|[12]|Bytes:111
06:45:17.0 (4504354)|HEAP_ALLOCATE|[12]|Bytes:4
06:45:17.0 (4543561)|HEAP_ALLOCATE|[50]|Bytes:5
06:45:17.0 (4579544)|HEAP_ALLOCATE|[56]|Bytes:5
06:45:17.0 (4603718)|HEAP_ALLOCATE|[64]|Bytes:7
06:45:17.0 (5118034)|SOQL_EXECUTE_BEGIN|[12]|Aggregations:0|SELECT title__c, link__c, published__c, description__c FROM BlogEntry__c ORDER BY published__c DESC NULLS FIRST
06:45:17.0 (31197206)|SOQL_EXECUTE_END|[12]|Rows:39
06:45:17.0 (31257561)|HEAP_ALLOCATE|[12]|Bytes:160
06:45:17.0 (31382973)|HEAP_ALLOCATE|[12]|Bytes:24498
06:45:17.0 (31447759)|HEAP_ALLOCATE|[12]|Bytes:160
06:45:17.0 (31551680)|VARIABLE_ASSIGNMENT|[12]|this.resultEntries|"List of size 39 too large to display"|0xa911550
06:45:17.0 (31569686)|STATEMENT_EXECUTE|[15]
06:45:17.0 (31756003)|HEAP_ALLOCATE|[15]|Bytes:4
06:45:17.0 (31787041)|VARIABLE_ASSIGNMENT|[15]|this.totalSize|39|0xa911550
06:45:17.0 (31810131)|STATEMENT_EXECUTE|[16]
06:45:17.0 (31815736)|STATEMENT_EXECUTE|[17]
06:45:17.0 (31832018)|VARIABLE_SCOPE_BEGIN|[17]|i|Integer|false|false
06:45:17.0 (31849545)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (31873859)|VARIABLE_ASSIGNMENT|[17]|i|0
06:45:17.0 (31888992)|STATEMENT_EXECUTE|[17]
06:45:17.0 (31892029)|STATEMENT_EXECUTE|[18]
06:45:17.0 (32055247)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (32169049)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (32220805)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (32259083)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (32290545)|VARIABLE_ASSIGNMENT|[17]|i|1
06:45:17.0 (32305601)|STATEMENT_EXECUTE|[17]
06:45:17.0 (32308035)|STATEMENT_EXECUTE|[18]
06:45:17.0 (32382376)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (32444166)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (32481195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (32499371)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (32516117)|VARIABLE_ASSIGNMENT|[17]|i|2
06:45:17.0 (32529378)|STATEMENT_EXECUTE|[17]
06:45:17.0 (32531744)|STATEMENT_EXECUTE|[18]
06:45:17.0 (32600160)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (32661674)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (32696831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (32714688)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (32731753)|VARIABLE_ASSIGNMENT|[17]|i|3
06:45:17.0 (32744278)|STATEMENT_EXECUTE|[17]
06:45:17.0 (32746520)|STATEMENT_EXECUTE|[18]
06:45:17.0 (32811974)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (32870920)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (32905308)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (32922998)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (32938900)|VARIABLE_ASSIGNMENT|[17]|i|4
06:45:17.0 (32951262)|STATEMENT_EXECUTE|[17]
06:45:17.0 (32953673)|STATEMENT_EXECUTE|[18]
06:45:17.0 (33018730)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (33079101)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (33117708)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (33135083)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (33155631)|VARIABLE_ASSIGNMENT|[17]|i|5
06:45:17.0 (33167463)|STATEMENT_EXECUTE|[17]
06:45:17.0 (33169432)|STATEMENT_EXECUTE|[18]
06:45:17.0 (33232886)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (33290112)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (33321473)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (33336264)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (33351240)|VARIABLE_ASSIGNMENT|[17]|i|6
06:45:17.0 (33362569)|STATEMENT_EXECUTE|[17]
06:45:17.0 (33365005)|STATEMENT_EXECUTE|[18]
06:45:17.0 (33424982)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (33482510)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (33513669)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (33528950)|HEAP_ALLOCATE|[17]|Bytes:4
06:45:17.0 (33543879)|VARIABLE_ASSIGNMENT|[17]|i|7
06:45:17.0 (33554798)|STATEMENT_EXECUTE|[17]
06:45:17.0 (33557084)|STATEMENT_EXECUTE|[18]
06:45:17.0 (33617138)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x17ee82cb","counter":0,"limitSize":10,"resultEntries":"0x334243da","totalSize":39}|0xa911550
06:45:17.0 (33673497)|HEAP_ALLOCATE|[18]|Bytes:24
06:45:17.0 (33704834)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:45:17.0 (33720907)|HEAP_ALLOCATE|[17]|Bytes:4
